Karmn,Name,GJ,RA_J2016_deg,DE_J2016_deg,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,R_Rsol,eR_Rsol,Ref04,M_Msol,eM_Msol,Massflag,Ref05,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref06,pi_mas,epi_mas,Ref07,d_pc,ed_pc,Ref08,Vr_kms-1,eVr_kms-1,Ref09,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref10,sa_m/s/a,esa_m/s/a,Ref11,SKG,Ref12,Pop,Ref13,vsini_flag,vsini_kms-1,evsini_kms-1,Ref14,P_d,eP_d,Ref15,pEWHalpha_A,epEWHalpha_A,Ref16,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref17,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref18,Activity,Ref19,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref20,u_mag,eu_mag,Ref21,BT_mag,eBT_mag,Ref22,B_mag,eB_mag,Ref23,BP_mag,eBP_mag,Ref24,g_mag,eg_mag,Ref25,VT_mag,eVT_mag,Ref26,GG_mag,eGG_mag,Ref27,V_mag,eV_mag,Ref28,Ra_mag,Ref29,r_mag,er_mag,Ref30,RP_mag,eRP_mag,Ref31,i_mag,ei_mag,Ref32,IN_mag,Ref33,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2MASS,Ref34,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref35,Multiplicity,Comp,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref36,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref37,CloseCompanionSpT,RV,Planet,Ref38,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,RA_J2000,DE_J2000,Ref39,SS,Class,Flags,Notes,Gaia_id_1,Gaia_id_2,2MASS_id
J00081+479,1RXS J000806.3+475659,,2.025971257325943,47.95067797814321,115.46765375931376,-14.292040330610018,Gaia2,M4.0 V+,4.0,Lep13,,,,,,,,,,,,,,,,,-123.73,0.11,4.51,0.07,Gaia2,53.68,0.08,Gaia2,18.63,0.03,Gaia2,,,,,,,,,,,0.004200170774705568,2.401613610639564E-4,Wolt17,,,,,,,,,4.37,,Har11,-2.93,,Lep13,,,,J000806.3+475659,0.219,0.0279,-0.27,0.11,-0.18,0.19,15.07,1.92,12.35,1.9,1RXS,,,,,,,,,,,,,,14.39,0.06,UCAC4,13.0094,0.0034,Gaia2,13.472,0.06,UCAC4,,,,11.4074,0.0018,Gaia2,12.779,0.03,UCAC4,12.543,UCAC3,12.15,0.04,UCAC4,10.216,0.0014,Gaia2,10.64,0.04,UCAC4,10.1,US-B1,8.523,0.034,8.0,0.047,7.677,0.021,AAA,2M,7.473,0.033,7.336,0.02,7.221,0.017,6.962,0.069,AAAA,WISE,SB2,AB,,,,,,,,,,,,,No,,0,,,,(Astralux),00:08:06.43,+47:57:02.5,2M,SX,Delta,S..,#SB Shk10. Jan12: triple system but noted as single. SB2 Fouque18,393155984814848128,,00080642+4757025
J00084+174,MCC 351,3008,2.113245984980736,17.424009388921423,108.55260975257156,-44.24428305923993,Gaia2,M0.0 V,0.0,PMSU,,,,,,,,,,,,,0.5577455,0.013446396,,Karmn,-92.73,0.09,-65.91,0.08,Gaia2,46.0,0.05,Gaia2,21.74,0.02,Gaia2,11.93,0.35,Gaia2,8.56,0.08,8.65,0.24,-11.47,0.24,CC19,0.006432265873413542,4.7268749168241666E-5,Wolt17,UMa,CC19,D,CC19,,,,,,,,0.4,0.07,Gai14,,,,,,,,,,,,,,,,,,,,19.24,0.099,GALEX,15.178,0.007,SDSS9,12.221,0.148,TYC2,12.174,0.02,UCAC4,11.032,0.0027,Gaia2,11.509,0.0,UCAC4,10.895,0.065,TYC2,10.0259,8.0E-4,Gaia2,10.768,0.01,UCAC4,10.263,UCAC4,10.188,0.03,UCAC4,9.0701,0.0023,Gaia2,9.447,0.05,UCAC4,9.57,US-B1,7.807,0.021,7.165,0.018,6.98,0.016,AAA,2M,6.831,0.065,6.814,0.021,6.788,0.017,6.729,0.085,AAAA,WISE,Single,-,,,,,,,,,,,,HARPS,No,,0,,,,,00:08:27.30,+17:25:27.5,2M,,Gamma,..F,,2772804845911842944,,00082730+1725274
J00088+208,LP 404-033,3010,2.2244430491926344,20.839322301200724,109.73324359585885,-40.93963707090326,Gaia2,M4.5 V+,4.5,PMSU,,,,,,,,,,,,,,,,,-48.63,1.63,-260.19,1.54,Gaia2,55.26,0.76,Gaia2,18.1,0.25,Gaia2,,,,,,,,,,,0.022432599003393384,9.014837511385224E-4,Wolt17,,,,,=,9.6,,Jeff18,,,,-5.2,0.3,Schf15,,,,J000854.3+205031,0.0899,0.0211,-0.28,0.21,-0.56,0.53,6.14,1.44,6.93,1.98,1RXS,Flare?,Ham99,,,,,,16.806,0.009,SDSS9,,,,15.166,0.09,UCAC4,13.7734,0.0039,Gaia2,14.276,0.04,UCAC4,,,,11.9898,6.0E-4,Gaia2,13.521,0.05,UCAC4,13.162,UCAC4,12.883,0.04,UCAC4,10.7155,0.0022,Gaia2,11.399,0.001,SDSS9,10.23,US-B1,8.87,0.027,8.264,0.031,8.01,0.024,AAA,2M,7.808,0.027,7.654,0.018,7.489,0.027,7.135,0.138,AAAB,WISE,Resolved Physical,AB,,,,,,,BEU1,111,,Beu04,,,No,,0,,CAFE,,FCam [Beu04 ALux DSSI],00:08:53.92,+20:50:25.2,2M,SX,Delta,B..,,2798766647610195456,,00085391+2050252
J00110+052,G 31-29,,2.7703577791256446,5.209266654559661,104.64410561995585,-56.22284628945203,Gaia2,M1.0 V,1.0,Lep13,,,,,,,,,,,,,0.6371091,0.015759945,,Karmn,261.65,0.25,68.24,0.15,Gaia2,25.86,0.13,Gaia2,38.67,0.19,Gaia2,-12.11,0.41,Gaia2,-45.93,0.22,-20.2,0.25,9.26,0.34,CC19,0.05876722234147445,0.009714858176246085,Wolt17,HS,CC19,YD,CC19,,,,,,,,-0.35,,Lep13,,,,,,,,,,,,,,,,,,22.854,0.406,20.585,0.118,GALEX,15.326,0.005,SDSS9,13.243,0.37,TYC2,12.938,0.01,UCAC4,11.7989,0.0016,Gaia2,12.274,0.01,UCAC4,11.526,0.126,TYC2,10.8023,6.0E-4,Gaia2,11.558,0.01,UCAC4,11.142,UCAC3,10.965,0.03,UCAC4,9.8353,7.0E-4,Gaia2,10.238,0.03,UCAC4,9.67,US-B1,8.53,0.024,7.883,0.042,7.693,0.024,AAA,2M,7.537,0.029,7.606,0.021,7.507,0.019,7.339,0.148,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,00:11:04.63,+05:12:32.0,2M,,Gamma,..F,#WDS LDS3135 similar but different pm. Binary?,2742160563492816128,,00110463+0512320
J00115+591,LSR J0011+5908,,2.8749801986941437,59.139388625387824,117.8208154001554,-3.3354533388383274,Gaia2,M5.5 V,5.5,AF15a,,,,,,,,,,,,,0.10570159,0.0025647208,,Karmn,-905.7,0.09,-1166.81,0.08,Gaia2,107.42,0.07,Gaia2,9.31,0.01,Gaia2,-45.0,5.0,Terr15,64.14,2.33,-19.88,4.41,-42.01,0.3,CC19,0.46175429729132805,0.0037837230252229905,Wolt17,,,D,CC19,,,,,,,,-1.6,0.4,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9194,0.0046,Gaia2,16.3018,0.0018,PS1,,,,13.4914,4.0E-4,Gaia2,,,,15.471,UCAC4,14.9432,0.0049,PS1,12.0892,0.0019,Gaia2,12.9448,0.012,PS1,11.38,US-B1,9.945,0.023,9.393,0.026,9.093,0.021,AAA,2M,8.87,0.023,8.651,0.019,8.429,0.029,8.097,0.146,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,TCP,(Astralux),00:11:31.82,+59:08:40.0,2M,,Gamma,..F,,423027104407576576,,00113182+5908400
J00118+229,LP 348-040,,2.971536671909161,22.983694843970053,111.19718188698947,-38.98513929105571,Gaia2,M3.5 V,3.5,AF15a,,,,,,,,,,,,,0.3737556,0.0089797545,,Karmn,120.81,0.16,-211.9,0.12,Gaia2,48.86,0.08,Gaia2,20.47,0.03,Gaia2,-37.0,4.0,Terr15,8.56,1.12,-42.69,2.9,5.81,2.52,CC19,0.02504779673882639,8.743343645252485E-4,Wolt17,,,D,CC19,,,,,,,,-0.5,0.2,AF15a,,,,J001152.8+225914,0.411,0.0448,0.28,0.1,0.18,0.13,40.25,4.39,45.1,5.5,1RXS,,,,,22.371,0.294,GALEX,16.412,0.009,SDSS9,,,,14.581,0.04,UCAC4,13.2764,0.0016,Gaia2,13.729,0.04,UCAC4,,,,11.7569,8.0E-4,Gaia2,13.002,0.04,UCAC4,12.73,UCAC4,12.395,0.03,UCAC4,10.5711,0.0014,Gaia2,11.324,0.053,UCAC4,10.22,US-B1,8.862,0.021,8.308,0.036,7.987,0.021,AAA,2M,7.813,0.026,7.722,0.021,7.57,0.019,7.586,0.225,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,[Dae07],00:11:53.03,+22:59:04.7,2M,,Gamma,..F,#>2000Ma Shk09.,2848646203058386560,,00115302+2259047
J00119+330,G 130-053,,2.982299067954579,33.05301648349629,113.4618352269198,-29.091178347113313,Gaia2,M3.5 V,3.5,AF15a,,,,,,,,,,,,,0.35492578,0.008733377,,Karmn,-556.53,0.09,-396.3,0.09,Gaia2,47.76,0.07,Gaia2,20.94,0.03,Gaia2,,,,,,,,,,,0.19326832208255484,0.006549636776268965,Wolt17,,,,,,,,,,,,-0.3,0.2,AF15a,,,,,,,,,,,,,,,,,,,,,,,16.319,0.01,SDSS9,,,,14.589,0.04,UCAC4,13.2901,0.0024,Gaia2,13.73,0.03,UCAC4,,,,11.8376,7.0E-4,Gaia2,13.003,0.02,UCAC4,12.84,UCAC3,12.42,0.04,UCAC4,10.6685,0.0012,Gaia2,11.044,0.04,UCAC4,10.16,US-B1,9.066,0.034,8.402,0.026,8.156,0.024,AAA,2M,8.016,0.022,7.909,0.02,7.777,0.018,7.783,0.163,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,,00:11:56.54,+33:03:17.8,2M,,Gamma,..F,#,2875557677861519744,,00115653+3303177
J00122+304,1RXS J001213.6+302906,,3.0561895350328783,30.4788371879628,113.00743961712072,-31.636110218246483,Gaia2,M4.5 V,4.5,AF15a,,,,,,,,,,,,,0.63844216,0.029419856,,Karmn,58.41,1.08,-23.07,0.74,Gaia2,11.66,0.92,Gaia2,85.76,6.75,Gaia2,,,,,,,,,,,0.0017863821508643403,1.6021713838998365E-4,Wolt17,,,,,,,,,,,,-8.7,0.5,AF15a,,,,J001213.6+302906,0.026,0.0103,-0.08,0.37,0.57,0.42,2.05,0.81,8.19,3.83,1RXS*,,,,,,,,17.884,0.013,SDSS9,,,,16.361,0.18,UCAC4,15.101,0.0099,Gaia2,15.533,0.08,UCAC4,,,,13.3869,0.0017,Gaia2,14.864,0.06,UCAC4,14.708,UCAC3,14.253,0.01,UCAC4,12.109,0.0041,Gaia2,12.576,0.09,UCAC4,11.33,US-B1,10.242,0.023,9.683,0.022,9.41,0.021,AAA,2M,9.256,0.023,9.045,0.02,8.923,0.03,8.722,0.416,AAAC,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,,00:12:13.41,+30:28:44.3,2M,,Gamma,..F,#,2861514577912158848,,00121341+3028443
J00131+703,TYC 4298-613-1,,3.2986635497187846,70.3985574233782,119.70810691323275,7.7665559937629025,Gaia2,M2.0 V,2.0,Lep13,,,,,,,,,,,,,0.61935407,0.015231457,,Karmn,43.24,0.04,139.19,0.03,Gaia2,31.45,0.03,Gaia2,31.8,0.03,Gaia2,-57.61,0.51,Gaia2,21.3,0.25,-56.65,0.44,11.81,0.07,CC19,0.015411173708009785,2.589198136943345E-4,Wolt17,,,D,CC19,,,,,,,,-0.37,,Lep13,,,,,,,,,,,,,,,,,,,,19.927,0.103,GALEX,,,,13.364,0.335,TYC2,12.805,0.114,APASS9,11.4142,0.001,Gaia2,12.0327,0.1516,PS1,11.369,0.089,TYC2,10.4357,5.0E-4,Gaia2,11.189,0.053,APASS9,10.722,UCAC3,10.7565,0.4078,PS1,9.4848,8.0E-4,Gaia2,9.814,0.01,UCAC4,9.49,US-B1,8.259,0.02,7.592,0.033,7.392,0.02,AAA,2M,7.307,0.036,7.351,0.02,7.264,0.017,7.166,0.085,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,00:13:11.55,+70:23:52.8,2M,S3,Beta,..f,,531152287604812672,,00131154+7023527
J00132+693,GJ 11 AB,11AB,3.3253749999999997,69.32563888888888,119.55633433483551,6.704214311946255,Min15,M3.0 V+,3.0,PMSU,,,,,,,,,,,,,,,,,723.93,6.3,-293.85,7.0,HIP2,52.7,2.9,Dit14,19.0,1.0,Dit14,,,,,,,,,,,0.2661766261663233,0.015283368961416693,Wolt17,,,,,<,8.0,,Gil18,,,,0.01,0.13,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.363,0.0,UCAC4,,,,13.198,0.05,UCAC4,,,,,,,12.487,0.02,UCAC4,12.227,UCAC3,11.827,0.01,UCAC4,,,,10.52,0.02,UCAC4,9.93,US-B1,8.556,0.024,7.984,0.02,7.746,0.02,AAA,2M,7.562,0.034,7.411,0.02,7.318,0.017,7.208,0.115,AAAB,WISE,Resolved Physical,AB,,,,,,,KUI1/JNN248,0.90,,,M:,,No,,0,,,,[ALux DSSI],00:13:15.79,+69:19:37.2,2M,SX,Delta,B..,#WDS: it seems to be the same pair.,,,00131578+6919372
J00133+275,2MASS J00131951+2733310,,3.3314378350378044,27.55811266572394,112.6681459214627,-34.55292061787161,Gaia2,M4.5 V,4.5,AF15a,,,,,,,,,,,,,0.36149895,0.00860963,,Karmn,24.16,0.14,-114.24,0.09,Gaia2,24.3,0.09,Gaia2,41.15,0.15,Gaia2,,,,,,,,,,,0.00716657027801247,4.266431787321166E-4,Wolt17,,,,,,,,,,,,-4.0,0.4,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.753,0.08,UCAC4,15.3562,0.0036,Gaia2,15.82,0.06,UCAC4,,,,13.5785,5.0E-4,Gaia2,15.115,0.06,UCAC4,15.036,UCAC3,14.452,0.09,UCAC4,12.294,0.0016,Gaia2,12.732,0.09,UCAC4,11.63,US-B1,10.431,0.02,9.837,0.02,9.581,0.018,AAA,2M,9.379,0.023,9.219,0.021,9.043,0.03,8.524,0.292,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,,00:13:19.52,+27:33:31.1,2M,,Gamma,..F,#,2856814406221740032,,00131951+2733310
J00136+806,G 242-048,3014,3.4179536468444325,80.6665853603405,121.3297581707079,17.91253311777756,Gaia2,M1.5 V,1.5,AF15a,,,,,,,,,,,,,0.52835673,0.012683654,,Karmn,250.62,0.05,184.89,0.05,Gaia2,51.95,0.03,Gaia2,19.25,0.01,Gaia2,-15.61,0.08,Sou18,-11.69,0.04,-29.24,0.07,7.72,0.03,CC19,0.043064840112446136,5.830904296316096E-4,Wolt17,,,YD,CC19,=,2.47,0.3,Hou10,,,,0.0,0.2,AF15a,,,,,,,,,,,,,,,,,,,,,,,,,,13.361,0.296,TYC2,12.626,0.06,UCAC4,11.3747,0.0024,Gaia2,11.842,0.01,UCAC4,11.333,0.077,TYC2,10.2156,7.0E-4,Gaia2,11.104,0.0,UCAC4,10.66,UCAC4,10.517,0.0,UCAC4,9.1821,0.0018,Gaia2,9.519,0.06,UCAC4,9.45,US-B1,7.756,0.034,7.131,0.047,6.904,0.02,AAA,2M,6.766,0.037,6.748,0.019,6.663,0.014,6.611,0.046,AAAA,WISE*,Wide,A,LDS1503,12.80,0.03,AS11,J00137+806,,,,,,,,No,,0,CAFOS,,TCP,[Bal06],00:13:38.81,+80:39:56.9,2M,S3,Beta,..f,#,565169459378433152,,00133880+8039569
J00137+806,LP 012-304,3015,3.435574591479852,80.66448936139649,121.33238865967284,17.910023780240323,Gaia2,M5.0 V,5.0,PMSU,,,,,,,,,,,,,,,,,250.81,0.14,194.38,0.11,Gaia2,52.03,0.06,Gaia2,19.22,0.02,Gaia2,,,,,,,,,,,0.04306483934361149,5.830904192313853E-4,Wolt17,,,,,,,,,,,,-3.2,,PMSU,,,,J001341.2+803948,0.0279,0.00725,-0.25,0.25,-1.0,0.29,1.95,0.51,14.75,4.75,1RXS*,Flare?,Ger99,,,,,,,,,,,,,,,15.65,0.1156,Gaia2,15.2376,6.0E-4,PS1,,,,14.4166,0.001,Gaia2,,,,14.917,UCAC3,14.7013,0.015,PS1,12.9262,0.0193,Gaia2,13.3858,0.001,PS1,14.65,US-B1,10.936,0.024,10.37,0.032,10.059,0.026,AAA,2M,9.815,0.031,9.618,0.031,9.539,0.031,8.961,,AAAU,WISE*,Wide + Resolved Visual,B,LDS1503,12.80,0.03,AS11,J00136+806,,,<4.0,,Caballero,,,No,,0,,,TCP,[Bal06],00:13:43.06,+80:39:49.4,2M,SX,Delta,V.F,#Superposed to a background star,565169459376414592,,00134305+8039494
J00154-161,GJ 1005 AB,1005AB,3.869795093893505,-16.136495069762372,83.92112822772698,-76.2045328565909,Gaia2,M4.0 V+,4.0,PMSU,,,,,,,,,,,,,,,,,632.2,0.4,-619.5,0.7,Cortes,200.53,9.41,HIP2,5.0,0.23,HIP2,,,,,,,,,,,0.08978130625809683,0.004214616353152215,Wolt17,,,,,<,3.0,,Rein12,,,,0.224,,PMSU,,,,,0.0079,0.0025,,,,,0.49,0.15,0.12,0.04,PSPC/ROSAT,,,,,22.138,0.325,GALEX,,,,,,,13.239,0.006,APASS9,11.754,0.001,Gaia2,12.306,0.021,APASS9,,,,10.1475,0.0019,Gaia2,11.501,0.022,APASS9,11.165,UCAC3,10.881,0.054,APASS9,8.9207,0.0019,Gaia2,9.608,0.024,APASS9,9.9,US-B1,7.215,0.019,6.712,0.034,6.39,0.016,AAA,2M,6.19,0.098,5.928,0.043,5.907,0.016,5.792,0.039,AAAA,WISE,Resolved Physical,,,,,,,,HEI299,275,13,Cor16,M:,,No,,0,,,,FastCam [WD15 Tok15],00:15:27.99,-16:08:00.9,2M,SX,Delta,Bm.,#,2368293487260807040,,00152799-1608008
J00156+722,G 242-049,,3.9064931302273234,72.28428831161915,120.17901863360437,9.604223470934329,Gaia2,M2.0 V,2.0,Lep13,,,,,,,,,,,,,0.4524166,0.011027209,,Karmn,315.95,0.07,170.85,0.07,Gaia2,39.04,0.04,Gaia2,25.61,0.03,Gaia2,,,,-36.1,,,,17.6,,Lep13,0.07734872906733788,0.001671143017968359,Wolt17,,,,,,,,,,,,-0.22,,Lep13,,,,,,,,,,,,,,,,,,,,21.487,0.333,GALEX,,,,,,,13.727,0.01,UCAC4,12.5479,0.0026,Gaia2,12.933,0.01,UCAC4,,,,11.3336,0.0011,Gaia2,12.362,0.01,UCAC4,11.991,UCAC3,11.707,0.07,UCAC4,10.2693,0.0012,Gaia2,10.593,0.06,UCAC4,9.83,US-B1,8.837,0.027,8.25,0.034,7.991,0.026,AAA,2M,7.859,0.022,7.76,0.018,7.682,0.015,7.626,0.147,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,00:15:36.52,+72:17:00.9,2M,,Gamma,..F,,537194035279352064,,00153652+7217009
J00158+135,GJ 12,12,3.9579137195190444,13.557617473263404,109.83498719319732,-48.40659446381349,Gaia2,M3.0 V,3.0,PMSU,,,,,,,,,,,,,0.24107847,0.0058137937,,Karmn,618.0,0.16,329.32,0.14,Gaia2,81.87,0.09,Gaia2,12.21,0.01,Gaia2,51.213,0.0038,Sou18,-51.02,0.03,26.66,0.02,-30.85,0.01,CC19,0.11245536356024559,0.004564545383184157,Wolt17,,,D,CC19,,,,,78.5,7.8,Irw11,0.326,,PMSU,,,,,,,,,,,,,,,,,,,,,,,15.881,0.007,SDSS9,,,,14.265,0.04,UCAC4,12.8492,0.0022,Gaia2,13.405,0.02,UCAC4,,,,11.3963,0.0018,Gaia2,12.6,0.04,UCAC4,12.498,UCAC3,11.963,0.05,UCAC4,10.2438,8.0E-4,Gaia2,10.698,0.03,UCAC4,9.94,US-B1,8.619,0.02,8.068,0.026,7.807,0.02,AAA,2M,7.619,0.028,7.487,0.02,7.38,0.019,7.388,0.121,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,FastCam,00:15:49.20,+13:33:21.9,2M,S2,Beta,..f,#,2768048564768256512,,00154919+1333218
J00159-166,BPS CS 31060-0015,,3.9914453725779873,-16.615979208608206,83.11944316674116,-76.66078825477767,Gaia2,M4.1 V+,4.1,Shk09,,,,,,,,,,,,,,,,,-115.82,0.39,6.0,0.2,Gaia2,55.94,0.2,Gaia2,17.87,0.06,Gaia2,,,,,,,,,,,0.005798051420632833,3.799335093246697E-4,Wolt17,,,,,,,,,,,,-4.36,,Shk09,,,,J001557.5-163659,0.148,0.0232,-0.14,0.14,-0.05,0.22,11.2,1.76,11.17,2.07,1RXS,,,,,,,,,,,,,,14.875,0.06,UCAC4,13.4276,0.0035,Gaia2,13.976,0.02,UCAC4,,,,11.7483,9.0E-4,Gaia2,13.184,0.04,UCAC4,12.909,UCAC4,12.547,0.01,UCAC4,10.5136,0.0018,Gaia2,11.027,0.05,UCAC4,10.49,US-B1,8.736,0.019,8.191,0.023,7.909,0.02,AAA,2M,7.69,0.029,7.546,0.02,7.435,0.017,7.214,0.127,AAAB,WISE,Resolved Physical,AB,,,,,,,BWL2,0.1045,0.0009,Bow15,,HARPS,No,,0,,,,(Astralux) [Bow15],00:15:58.08,-16:36:57.9,2M,SX,Delta,B..,#35-300Ma Shk09.,2368212771939556992,,00155808-1636578
J00162+198E,LP 404-062,1006B,4.070546114180959,19.860796296914543,111.7381554449799,-42.24555700863796,Gaia2,M4.0 V,4.0,AF15a,3323.0,51.0,5.03,0.07,0.08,0.16,Schw19,0.008773,1.26E-4,0.2825,0.008906,Schw19,0.274,0.01301,,Schw19,708.09,0.14,-748.7,0.15,Gaia2,65.25,0.08,Gaia2,15.33,0.02,Gaia2,-1.6251944533903615,0.024009953148452758,Lafa20,-21.58,0.07,-55.45,0.05,-45.5,0.06,CC19,0.41394002152691334,0.08870252923249171,Wolt17,,,TD-D,CC19,<,2.0,,Rein18,105.0,44.0,DA19,0.052,0.012,Schf19,,,Schf19,,,,,,,,,,,,,,,,,22.553,0.399,GALEX,16.44,0.008,SDSS9,,,,14.796,0.03,UCAC4,13.5339,0.0021,Gaia2,13.958,0.01,UCAC4,,,,11.8868,7.0E-4,Gaia2,13.24,0.01,UCAC4,12.897,UCAC4,12.652,0.01,UCAC4,10.6548,0.0012,Gaia2,11.062,0.06,UCAC4,10.53,US-B1,8.893,0.029,8.339,0.042,8.097,0.026,AAA,2M,7.924,0.023,7.757,0.021,7.602,0.022,7.148,0.206,AAAB,WISE,Wide,B,LDS863,25.0,0.10,Dor11,J00162+198W,,,,,,,CARMENES,No,,0,CAFOS,FEROS,TCP,(FastCam) (Astralux),00:16:16.08,+19:51:51.5,2M,S1,Alpha,,,2797745549200773120,,00161607+1951515
J00162+198W,EZ Psc,1006A,4.064215141168221,19.857147185901958,111.7293427328377,-42.24804973993361,Gaia2,M4.0 V6+,4.0,AF15a,,,,,,,,,,,,,,,,,714.51,0.16,-761.42,0.16,Gaia2,65.72,0.1,Gaia2,15.22,0.02,Gaia2,,,,,,,,,,,0.40658614744928284,0.08747666914621721,Wolt17,,,,,=,4.0,1.6,Fou18,4.83,0.06,DA19,-4.155,0.064,Schf17,,,,J001614.0+195142,0.35,0.0335,-0.28,0.09,0.06,0.16,23.89,2.29,10.79,1.28,1RXS,Flare?,Ger99,20.543,0.176,18.69,0.048,GALEX,16.08,0.007,SDSS9,,,,,,,12.534,0.0027,Gaia2,12.87,0.01,UCAC4,,,,10.8968,0.0011,Gaia2,12.145,0.01,UCAC4,11.894,UCAC3,11.622,0.01,UCAC4,9.6858,0.0016,Gaia2,10.059,0.01,UCAC4,,,7.875,0.019,7.322,0.018,7.087,0.023,AAA,2M,6.833,0.065,6.725,0.021,6.697,0.018,6.641,0.117,AAAB,WISE,Wide + SB,Aab,LDS863,25.0,0.10,Dor11,J00162+198E,,,,,Baro18,,CARMENES,No,,0,CAFOS,FEROS,TCP,(FastCam),00:16:14.63,+19:51:37.6,2M,SX,Delta+,S..,35-300Ma Shk09.,2797745549200763520,,00161455+1951385
J00169+051,GJ 1007,1007,4.234180487485436,5.121315066531062,107.14889976894858,-56.689475965164725,Gaia2,M4.5 V,4.5,PMSU,,,,,,,,,,,,,0.2461065,0.005906644,,Karmn,-89.89,0.19,-623.75,0.09,Gaia2,56.07,0.09,Gaia2,17.83,0.03,Gaia2,0.0,4.0,New14,31.43,0.65,-33.41,2.1,-27.07,3.34,CC19,0.16011859888193672,0.010486043975155106,Wolt17,,,D,CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.948,0.009,SDSS9,,,,15.407,0.07,UCAC4,14.0699,0.0017,Gaia2,14.523,0.05,UCAC4,,,,12.3978,5.0E-4,Gaia2,13.761,0.1,UCAC4,13.514,UCAC4,13.19,0.11,UCAC4,11.1478,0.0011,Gaia2,11.832,0.49,UCAC4,10.64,US-B1,9.398,0.023,8.869,0.051,8.587,0.019,AAA,2M,8.392,0.023,8.212,0.02,8.068,0.022,7.971,0.295,AAAB,WISE,Single,,,,,,,,,,,,,,No,,0,,,,FastCam (Astralux),00:16:56.29,+05:07:26.1,2M,,Gamma,..F,#,2741452134407577216,,00165629+0507261
J00169+200,G 131-047,3022,4.23757678515665,20.065479436402434,111.99694745679821,-42.07295358138323,Gaia2,M3.5 V+,3.5,PMSU,,,,,,,,,,,,,,,,,212.24,0.44,-28.39,0.58,Gaia2,25.6,0.25,Gaia2,39.06,0.38,Gaia2,,,,,,,,,,,0.02745265594856082,0.0010879458471490357,Wolt17,,,,,=,22.0,,Mo02,17.3222,,West15,-1.31,,PMSU,,,,J001656.2+200351,0.0471,0.013,-0.27,0.26,-0.12,0.45,3.24,0.89,7.72,2.63,1RXS,Flare?,Ger99,,,,,,17.418,0.012,SDSS9,,,,,,,14.1647,0.0389,Gaia2,14.638,0.02,PS1,,,,13.2753,0.0016,Gaia2,,,,13.789,UCAC3,13.5848,0.1052,PS1,11.3863,0.0227,Gaia2,12.0886,0.1672,PS1,10.7,US-B1,9.681,0.027,9.079,0.023,8.8,0.019,AAA,2M,8.605,0.022,8.444,0.02,8.337,0.03,8.342,,AAAU,WISE,Resolved Physical?,AB,,,,,,,,1076,26,Cor16,,,No,,0,,,,FastCam,00:16:56.78,+20:03:55.1,2M,SX,Delta,B.F,,2797755371790591616,2797755376085990144,00165678+2003551
